BRANCH_ID,Account_No,Cutomer_ID,Started_Year,Started_Month,Current Credit Balance
CC29765,ACC324493362,QSASPDJA,2013,9,205884
CC29766,ACC324500671,22PG2JZN,2014,9,158023
CC29767,ACC324510548,3WZWZJ2V,2015,9,263777
CC29768,ACC324585684,EUJWF2NW,2016,9,144191
CC29769,ACC324611879,CZQND9RU,2017,9,324805
CC29770,ACC324615644,TPDCMYGD,2013,9,318345
CC29771,ACC324621650,UX54R2N4,2014,6,508763
CC29772,ACC324626303,NMVBVERC,2015,1,68875
CC29773,ACC324627377,TLPZTHLD,2016,9,317015
CC29774,ACC324630084,ZN5OVVQA,2017,6,254524
CC29775,ACC324706203,EN8CNXCA,2013,1,305330
CC29776,ACC324734485,B3NNGG4P,2014,4,123899
CC29777,ACC324758733,DRQ5OPA7,2015,6,69749
CC29778,ACC324853284,MVZ8MTKB,2016,4,491340
CC29779,ACC324861259,OULVBBVZ,2017,6,234802
CC29780,ACC32487752,KKXVAGE3,2013,4,102695
CC29781,ACC324944892,RRWSLJPJ,2014,6,185820
CC29782,ACC324945882,HMMBDOBJ,2015,6,70528
CC29783,ACC324970727,NVY4K9JS,2016,6,160512
CC29784,ACC324974866,MGD35JMR,2017,1,276735
CC29785,ACC324981907,HFUT6GRQ,2013,6,196707
CC29786,ACC324999997,ZPDPDFCP,2014,4,92511
CC29787,ACC325009728,XL2UOHRF,2015,1,163571
CC29788,ACC325018374,EQXRCGUA,2016,1,319599
CC29789,ACC325021907,MRK2OP25,2017,1,398601
CC29790,ACC325092576,GBUVVFKM,2013,10,225207
CC29791,ACC325102439,3YBT9USN,2014,10,317794
CC29792,ACC325102764,GYEMWUSZ,2015,8,99883
CC29793,ACC325102947,2H382JSY,2016,7,68666
CC29794,ACC325114267,FSC49UDM,2017,8,306014
CC29795,ACC32520967,E8S5QPTG,2013,8,185820
CC29796,ACC325232209,NJBMQFWB,2014,8,162583
CC29797,ACC32525670,NRFHBGVD,2015,7,719796
CC29798,ACC325280309,YNT4ZUUY,2016,7,1515383
CC29799,ACC3252953,S5CQR7DI,2017,10,117572
CC29800,ACC325322762,EDDNLKBH,2013,4,60078
CC29801,ACC325327895,HCSSC6RC,2014,1,61617
CC29802,ACC325362515,EEYPEZJP,2015,4,247
CC29803,ACC325427519,FU52RCJW,2016,4,4370608
CC29804,ACC325444513,KXBKWC5E,2017,4,75373
CC29805,ACC325500252,A3ZT84S5,2013,6,104690
CC29806,ACC325519202,MOQRXQHA,2014,4,122094
CC29807,ACC32553075,NW2WSHH6,2015,1,2212284
CC29808,ACC325547082,HLYUFFZL,2016,9,476121
CC29809,ACC325555993,4DENZTFY,2017,9,351196
CC29810,ACC325585494,XZBEAFNG,2013,1,1979382
CC29811,ACC325618344,WDQM22QN,2014,9,60135
CC29812,ACC325628265,OLWTJ7FW,2015,4,28310
CC29813,ACC325636070,K3ZRPEAA,2016,1,110656
CC29814,ACC325660162,TSHALZGA,2017,10,204554
CC29815,ACC325727479,GX5ZZQDQ,2013,10,260433
CC29816,ACC325774074,3QUFDDAH,2014,9,195624
CC29817,ACC325781008,EVU49YSU,2015,10,76627
CC29818,ACC325806190,7REYRZYD,2016,7,328548
CC29819,ACC325828011,GXRRTVBS,2017,8,446120
CC29820,ACC325835768,CVMNQ8Y3,2013,9,428716
CC29821,ACC325843379,BCMBF2T5,2014,1,46930
CC29822,ACC325866122,PGBOVDU7,2015,9,96311
CC29823,ACC325884352,5CIMHVEZ,2016,9,337687
CC29824,ACC325928757,M5OUQE8U,2017,9,50350
CC29825,ACC32593316,MFEUZ7KM,2013,9,202217
CC29826,ACC325974926,WTXM9NZN,2014,8,244340
CC29827,ACC3260007,2NGEY2EZ,2015,10,19836
CC29828,ACC326010601,KKY2XV2O,2016,4,634296
CC29829,ACC326031641,AHRMM5U7,2017,4,240692
CC29830,ACC326085437,K9CKQ8WI,2013,4,516952
CC29831,ACC326151982,VMEXSNMM,2014,1,39957
CC29832,ACC326164173,ZW5QAKNB,2015,4,82403
CC29833,ACC32617733,8TKQSJHJ,2016,4,245556
CC29834,ACC32621561,ETSZCRTA,2017,1,163438
CC29835,ACC326280773,VPXFBR6P,2013,4,124621
CC29836,ACC326308630,CNIDW72B,2014,4,252016
CC29837,ACC326325725,BG5MPDUD,2015,4,190494
CC29838,ACC32636046,QXDJB9BH,2016,8,57342
CC29839,ACC326369418,DR9QM9SV,2017,8,92625
CC29840,ACC326374857,DB8T694M,2013,8,160968
CC29841,ACC326404911,HYGWUJEB,2014,10,22344
CC29842,ACC326435445,9IY4QRM8,2015,4,427272
CC29843,ACC326442835,IKFWADMT,2016,10,328320
CC29844,ACC326462216,HS49X47Z,2017,4,66747
CC29845,ACC326507890,WCWYULJE,2013,7,190741
CC29846,ACC32651973,UFYU7HAZ,2014,8,478971
CC29847,ACC326536551,TDR3YXBB,2015,4,80123
CC29848,ACC326543178,CCHEQ9WL,2016,6,299839
CC29849,ACC326614277,VB5IK8NP,2017,1,215175
CC29850,ACC326617608,UP7UE9HP,2013,1,137408
CC29851,ACC32665124,CMEHEBHR,2014,6,539372
CC29852,ACC326663456,XR3IWAAF,2015,8,157795
CC29853,ACC326683277,5P87A4G5,2016,9,189050
CC29854,ACC32670739,GWMGNGU3,2017,9,267976
CC29855,ACC326738951,AG3MKYCM,2013,9,888763
CC29856,ACC326830623,4QRQYATS,2014,9,130074
CC29857,ACC32684927,BXNNGRRT,2015,4,14060
CC29858,ACC326851081,CSS9WL88,2016,4,185250
CC29859,ACC326851284,LRMB3BAV,2017,1,215745
CC29860,ACC326872856,KTSJUJQF,2013,6,103930
CC29861,ACC326904018,XEDNKX4G,2014,4,105773
CC29862,ACC326905826,ADXFCMTC,2015,10,159600
CC29863,ACC326939138,ATNJKZTG,2016,8,253555
CC29864,ACC326949707,NVJJSS9V,2017,10,330163
CC29865,ACC326961511,WETTLFM3,2013,1,121410
CC29866,ACC326969506,HMXZAXXY,2014,9,144761
CC29867,ACC327030790,XYLPN8OK,2015,9,97052
CC29868,ACC327055092,8KFDANVF,2016,9,85671
CC29869,ACC32708345,CCWATGWM,2017,9,138415
CC29870,ACC327127989,AS2CTDSK,2013,9,31616
CC29871,ACC327143189,WUTW39JT,2014,9,467286
CC29872,ACC327168581,5NGCS8ZC,2015,8,344736
CC29873,ACC327181431,VSKEZVCP,2016,8,438862
CC29874,ACC327194482,PP675A9Y,2017,7,215707
CC29875,ACC327281488,MWYXR4NY,2013,4,198778
CC29876,ACC327282901,B3PJBQJ3,2014,6,129523
CC29877,ACC327294090,OYR7NBV3,2015,1,76190
CC29878,ACC327300912,AAGEVKD7,2016,4,130264
CC29879,ACC327306797,MFQYCXAF,2017,4,191501
CC29880,ACC327311011,JL9WW4JT,2013,1,322392
CC29881,ACC327314800,O75ANDEA,2014,6,62472
CC29882,ACC327363728,EQMQYXWP,2015,1,388265
CC29883,ACC327400393,IBWMGJGE,2016,6,242668
CC29884,ACC327405369,JW2WPNFA,2017,4,117610
CC29885,ACC327410994,CEZOPKD2,2013,4,82232
CC29886,ACC327469746,8PJYJ9OJ,2014,4,41363
CC29887,ACC327501743,N47LMVPR,2015,1,352298
CC29888,ACC327501998,2V4O2AYG,2016,6,66424
CC29889,ACC327579841,MKYJSXZ2,2017,4,485184
CC29890,ACC327590927,GM3JYQM7,2013,7,43092
CC29891,ACC327595519,XEODSWTJ,2014,7,190
CC29892,ACC327601752,YUPVHQ3P,2015,10,260433
CC29893,ACC327629255,XFUYAVUW,2016,10,417677
CC29894,ACC327652011,ASHYVOCA,2017,10,140334
CC29895,ACC327656525,ANF7VDYZ,2013,10,120555
CC29896,ACC327661562,9KVVXK9G,2014,10,98781
CC29897,ACC327665745,MR6JRGSC,2015,10,494817
CC29898,ACC327667776,WCUSYGJS,2016,8,168055
CC29899,ACC327723322,8VQBWZA8,2017,8,191843
CC29900,ACC327727760,BC7FXGSD,2013,6,236379
CC29901,ACC327776621,JDWKWUSZ,2014,4,530898
CC29902,ACC327847399,GIT7IEJM,2015,9,201780
CC29903,ACC327875762,OFXJCRM2,2016,9,461947
CC29904,ACC327887719,JDKQ2F6A,2017,9,100111
CC29905,ACC32791021,DVFLTHG7,2013,6,93461
CC29906,ACC327913414,EOGSWOYD,2014,1,365579
CC29907,ACC327924024,GT8UE9VC,2015,1,432497
CC29908,ACC327930620,JMHOB6CA,2016,8,97489
CC29909,ACC32793303,MQSYMYTD,2017,7,455069
CC29910,ACC32794861,LSD3LUIB,2013,8,745883
CC29911,ACC327953755,H2QKNKEJ,2014,8,121334
CC29912,ACC327955366,KXQDKEIV,2015,10,520315
CC29913,ACC328012489,AG3QEFVV,2016,9,136572
CC29914,ACC328028825,BGWSM7WQ,2017,9,382603
CC29915,ACC328040904,FPR3DKMR,2013,8,73530
CC29916,ACC328069650,DGGN6H4K,2014,1,151658
CC29917,ACC328086587,KCMNZDB2,2015,9,173736
CC29918,ACC32811495,KQGX7MLU,2016,9,84113
CC29919,ACC328123803,G9NU76VM,2017,9,347852
CC29920,ACC328141311,MDKC5V6G,2013,9,210805
CC29921,ACC328160101,GHEMOOWH,2014,10,112917
CC29922,ACC328167834,3JQDFGFN,2015,8,566466
CC29923,ACC328175699,5OHJXDK8,2016,6,299307
CC29924,ACC328200361,CV6LNWPE,2017,1,174458
CC29925,ACC328212766,YCCBMS45,2013,4,16359
CC29926,ACC328251480,2ATFG5YF,2014,6,153558
CC29927,ACC328268855,6QPDAEJX,2015,6,472207
CC29928,ACC328282434,I2FTJZBH,2016,4,68666
CC29929,ACC328326858,DNPTW8HH,2017,1,15960
CC29930,ACC328347199,PVD2F9RM,2013,6,170582
CC29931,ACC328370593,GRM5JPJJ,2014,6,168511
CC29932,ACC32840111,T8VH8K3D,2015,4,107008
CC29933,ACC328413402,YUB2QCWZ,2016,6,620179
CC29934,ACC328414845,BF6NJDEW,2017,6,36632
CC29935,ACC328457738,UB5K3NMJ,2013,1,136895
CC29936,ACC328485442,JBZCKUCL,2014,6,346047
CC29937,ACC328486154,I2RZEYCF,2015,4,494
CC29938,ACC328502834,7MUU4RWY,2016,6,844835
CC29939,ACC328534389,5UYULEPG,2017,1,73112
CC29940,ACC328589426,JEITRYKV,2013,10,445987
CC29941,ACC328627200,RNXG5FPW,2014,7,113354
CC29942,ACC328628952,7BQVBO7E,2015,6,167390
CC29943,ACC328630240,FTOBFQDC,2016,1,0
CC29944,ACC328639641,3JMECMQY,2017,4,180747
CC29945,ACC32865529,OSITJB7H,2013,8,67241
CC29946,ACC328680762,ZXINZICP,2014,1,33193
CC29947,ACC328688317,8TZDRSAR,2015,6,88046
CC29948,ACC328724586,RUVPSGQQ,2016,1,111416
CC29949,ACC328726758,TM8T4N5W,2017,4,138738
CC29950,ACC328738535,I6LFYB6P,2013,4,210881
CC29951,ACC328751469,SUDABJA9,2014,4,172710
CC29952,ACC328754910,WUEDWNYM,2015,4,190475
CC29953,ACC328794807,DPKMXM3E,2016,1,88217
CC29954,ACC328814262,ERVRKMIV,2017,9,148485
CC29955,ACC328853886,KJWQCZAF,2013,9,99123
CC29956,ACC328885,MKCBWBAY,2014,9,142044
CC29957,ACC328893546,QELZJ88K,2015,4,276963
CC29958,ACC328910471,KIVPBBPV,2016,9,156009
CC29959,ACC328915000,EXUJ4WVR,2017,4,207461
CC29960,ACC328923335,BXWZMRVN,2013,10,473176
CC29961,ACC328947228,JULAVF3D,2014,8,306033
CC29962,ACC328950147,J93KF2FB,2015,1,328871
CC29963,ACC328953601,HUAZXAUG,2016,9,605758
CC29964,ACC328971883,FQG7HLGP,2017,9,77520
CC29965,ACC329000042,UKMZPHD7,2013,9,224960
CC29966,ACC329017174,UAPRSG6Y,2014,9,143868
CC29967,ACC329028140,GFKBSTNJ,2015,9,119928
CC29968,ACC329029111,GZFPRZGF,2016,1,121619
CC29969,ACC329034773,TZNEDHRG,2017,4,436221
CC29970,ACC329117460,MGK4VLZV,2013,4,161842
CC29971,ACC329124037,VKVECZ8Z,2014,6,177498
CC29972,ACC329136116,GFWCM5WZ,2015,4,232180
CC29973,ACC329141070,6EEGSRSM,2016,4,139042
CC29974,ACC329157174,SIPLH4X8,2017,1,285000
CC29975,ACC329185542,7Q99LKSC,2013,4,3529668
CC29976,ACC32919580,BGZRTXX3,2014,4,634714
CC29977,ACC329266095,GWWR9DP2,2015,1,68286
CC29978,ACC32929958,HMGC56X4,2016,6,305045
CC29979,ACC329311545,ZFVKGLCZ,2017,1,117705
CC29980,ACC329322752,ZHHRAYEV,2013,1,240388
CC29981,ACC329322842,GBJ3T2ME,2014,6,790932
CC29982,ACC329347470,PVIECMXT,2015,6,298224
CC29983,ACC329420721,AN3TTRAG,2016,4,245423
CC29984,ACC329482266,2FUMBXQS,2017,8,433086
CC29985,ACC32950027,CRUWJBXS,2014,10,247646
CC29986,ACC32950048,KJBLUEBB,2015,7,180690
CC29987,ACC329507598,YOFZJRVD,2016,10,81453
CC29988,ACC329519200,ZRCO7S5H,2017,10,92720
CC29989,ACC329554119,STJVC39W,2015,8,194503
CC29990,ACC329567004,ZXVCS2TF,2016,7,510739
CC29991,ACC329582406,64XAF4MK,2017,7,89414
CC29992,ACC329582899,DXLTVDPS,2013,8,495102
CC29993,ACC329638430,MX8VQX23,2014,6,238925
CC29994,ACC329653157,FVDSEVWF,2015,4,73587
CC29995,ACC329697109,L2KUAPXU,2016,1,149682
CC29996,ACC329718357,VWHPKRWV,2017,1,146205
CC29997,ACC329739803,L84Q5VWQ,2014,4,122892
CC29998,ACC329818159,2JJYXGZM,2015,4,328263
CC29999,ACC329839800,GE3NYRJN,2016,1,0
CC30000,ACC329853568,YPECRCXK,2017,4,118674
CC30001,ACC329900162,DFATMSAT,2015,8,478724
CC30002,ACC329916993,UNS3DVYX,2016,8,113943
CC30003,ACC329919348,DC6CRYEV,2017,9,437095
CC30004,ACC329951869,JKUKMOSX,2016,9,138016
CC30005,ACC32995563,MT5JX3C9,2017,9,337839
CC30006,ACC330024627,NUP34GJR,2013,9,325432
CC30007,ACC330029409,CYFIEJ4A,2014,9,399570
CC30008,ACC330033884,7EVGVVKO,2015,9,923267
CC30009,ACC330039299,8G56VBFD,2016,6,106533
CC30010,ACC330044150,OAUBWSKW,2017,4,0
CC30011,ACC330094259,RKSS3ZUR,2013,4,422959
CC30012,ACC330130565,NSLLE3ZF,2014,4,261041
CC30013,ACC330137224,92GFOUMS,2015,1,996303
CC30014,ACC330152233,CVEMSYHT,2016,6,1000768
CC30015,ACC330162000,GWVK6YRN,2017,4,111872
CC30016,ACC330192013,NHWFEPAJ,2013,6,227715
CC30017,ACC330192355,DMMJWDRX,2014,7,343577
CC30018,ACC330203701,FZAZFPMW,2015,10,629793
CC30019,ACC33024189,JPWPCU7G,2016,9,305444
CC30020,ACC330350029,JCDHSGED,2013,10,281903
CC30021,ACC33035114,AZJ3LTK8,2014,10,66215
CC30022,ACC330357872,LSFVHWAX,2015,9,78717
CC30023,ACC330383355,MEEYPEEQ,2016,9,199747
CC30024,ACC330387717,EOQCUMPY,2017,9,388968
CC30025,ACC330404830,NPTVWSSZ,2013,9,226176
CC30026,ACC33040894,DXCF9LHX,2014,9,124716
CC30027,ACC330468159,DH4WVCBF,2015,8,70737
CC30028,ACC330517061,MP68NLAM,2016,8,580678
CC30029,ACC330529515,HQBKEWEP,2017,4,163020
CC30030,ACC330574979,NYNKS8AU,2013,4,346845
CC30031,ACC330675431,I6L5MJZV,2014,1,155933
CC30032,ACC330681682,DGSPKOTK,2015,4,252111
CC30033,ACC330714881,TCPGCT6F,2016,4,173698
CC30034,ACC330715831,LONPWUFZ,2017,1,138529
CC30035,ACC330722302,OA5V2TJQ,2013,1,388493
CC30036,ACC3307227,CPNGDDDZ,2014,1,307952
CC30037,ACC330818461,KTSCZW8T,2015,1,351443
CC30038,ACC330822172,DENP335K,2016,1,1398799
CC30039,ACC330827129,ZNNUUD5X,2017,4,27360
CC30040,ACC330848194,JQQWDWP5,2013,1,252624
CC30041,ACC330857341,QNUFQXNB,2014,6,44802
CC30042,ACC330858963,DLCJIBZC,2015,4,111416
CC30043,ACC330871641,NJRKPZCT,2016,1,766403
CC30044,ACC330912520,NC2JX2MH,2017,6,231629
CC30045,ACC330915156,YV5QJS5D,2013,4,526585
CC30046,ACC330922531,4AG7MGOS,2014,5,417449
CC30047,ACC330937754,HTNTEG6T,2015,4,282644
CC30048,ACC330990263,VBVXGWPS,2016,6,361152
CC30049,ACC331000938,MVRSMRZM,2013,1,575225
CC30050,ACC331020879,IPBDZ3V9,2014,6,65056
CC30051,ACC331027023,5RXC6NKQ,2015,1,166212
CC30052,ACC331028256,NOKH9BV2,2016,6,713336
CC30053,ACC33104381,9IXDSAVY,2013,8,360354
CC30054,ACC331150243,JYAPW9Z6,2014,10,293265
CC30055,ACC331159175,MMLC4WCN,2015,10,210463
CC30056,ACC331178593,HG6L85C3,2016,10,163039
CC30057,ACC331180736,4CQWSDDD,2013,10,481251
CC30058,ACC331200261,KKYJQZLY,2014,8,279319
CC30059,ACC331201054,AQKNA7DC,2015,7,152114
CC30060,ACC331223505,GKCBVHA4,2016,7,48203
CC30061,ACC331254163,PX7YYKJQ,2013,4,134938
CC30062,ACC331254650,H7ZWQRZO,2014,6,649021
CC30063,ACC331279658,U2G6YVPB,2015,4,209722
CC30064,ACC331292214,SZ6UYBA9,2016,1,86222
CC30065,ACC331312570,FMYATNHB,2017,10,42940
CC30066,ACC331342348,F3GKNSC5,2013,7,928853
CC30067,ACC331351872,7EYHDZAT,2014,4,297103
CC30068,ACC331363506,3YTNN66P,2015,6,416138
CC30069,ACC331372199,6KZF26VC,2016,4,119491
CC30070,ACC331389050,NSYFV88Q,2017,1,197809
CC30071,ACC331391649,9QIS8ZMB,2013,1,54853
CC30072,ACC331411306,JHWL7MDF,2014,8,36537
CC30073,ACC33146555,UXPNIIIV,2015,9,91979
CC30074,ACC33146905,43SXEQSM,2016,9,119909
CC30075,ACC331489219,LJ6EY2RM,2017,9,394820
CC30076,ACC331491714,S4CAMRPB,2013,4,183122
CC30077,ACC331501294,XCFSQIID,2014,4,741361
CC30078,ACC331544754,HFGESCXV,2015,1,151506
CC30079,ACC331583265,KUCAVXFG,2016,6,352184
CC30080,ACC331592461,ZGCFG84K,2017,8,262295
CC30081,ACC331619964,CYKKZD8R,2013,9,168264
CC30082,ACC331621718,HTXSH8CZ,2014,10,101004
CC30083,ACC331628237,BB748FPP,2015,9,453302
CC30084,ACC331644405,HTCZOCMP,2016,9,225891
CC30085,ACC331678147,ASNBNKVB,2017,9,442662
CC30086,ACC331699795,MCKY5QVV,2013,9,185915
CC30087,ACC331708868,ADKZFKX8,2014,10,232389
CC30088,ACC331709625,L4DBSWOA,2015,4,96691
CC30089,ACC331752481,BVZ4PUJK,2016,1,194693
CC30090,ACC331769516,KTZGTWRZ,2017,4,369170
CC30091,ACC331776781,4PBVPIE9,2013,6,254961
CC30092,ACC331778841,X7AASWTX,2014,1,738853
CC30093,ACC331841757,DH3MQBES,2015,6,57570
CC30094,ACC331891083,HRXMFRRH,2016,4,141702
CC30095,ACC331916899,J6NNH337,2017,4,187587
CC30096,ACC331938790,ACRW8WU3,2013,6,254809
CC30097,ACC331958837,U3L79NZD,2014,4,482220
CC30098,ACC332000563,XN6NYGBT,2015,1,130112
CC30099,ACC332029938,TYTPC5NE,2016,4,272612
CC30100,ACC33207847,UGDOVSGA,2017,8,165433
CC30101,ACC332124241,CMXH5WKX,2013,10,255246
CC30102,ACC332157871,HF4Z9WUZ,2014,10,253099
CC30103,ACC332224395,8GOF8GEQ,2015,8,106343
CC30104,ACC332236745,L5F2XXWB,2016,10,123956
CC30105,ACC332251399,NATCHT8J,2017,4,301340
CC30106,ACC332253146,ZUY6B83C,2013,6,110238
CC30107,ACC332258735,F2X74ZFW,2014,4,452257
CC30108,ACC332287814,NQUFCPWB,2015,4,602851
CC30109,ACC332319501,4XB3XFJK,2016,9,238070
CC30110,ACC332387666,HYNBMED9,2017,9,386517
CC30111,ACC332396501,RANM2U2H,2013,4,583319
CC30112,ACC332422763,9FU6KOEY,2014,9,755478
CC30113,ACC332455193,H2WEXK4A,2015,4,53086
CC30114,ACC332457405,VYNJZVQT,2016,1,226461
CC30115,ACC33246606,3HMESGUZ,2017,4,149397
CC30116,ACC332470431,2R8Q8BTW,2013,4,33782
CC30117,ACC332488475,AE5LWGC6,2014,10,191159
CC30118,ACC332501230,7TYRRHXD,2015,7,220685
CC30119,ACC332527401,EKVGECEB,2016,10,138567
CC30120,ACC332547029,CZOYPQUA,2017,7,73568
CC30121,ACC332566389,JM2WHQV6,2013,10,135318
CC30122,ACC33256724,NNJ3KRVB,2014,1,189962
CC30123,ACC332571794,UPWFVDTS,2015,9,784529
CC30124,ACC332574608,ZU5FVUXK,2016,9,231952
CC30125,ACC332594366,AGRSJDF5,2017,9,421116
CC30126,ACC332600588,WJMXEEPI,2013,8,4778671
CC30127,ACC332620791,EW2BGAQK,2014,1,476235
CC30128,ACC33263898,D6TRYAMP,2015,4,311752
CC30129,ACC332639183,NUQUQUHK,2016,4,404491
CC30130,ACC332646535,YAAAYIVI,2017,1,410096
CC30131,ACC33265467,BNWBUYQS,2013,4,173299
CC30132,ACC332655944,AV8HG6O3,2014,6,0
CC30133,ACC332683889,KRHFMCBH,2015,4,77197
CC30134,ACC332711634,SKFKFBGE,2016,4,505153
CC30135,ACC332721803,PMTFKBZ7,2017,4,163495
CC30136,ACC332743919,AB8Z9HVG,2013,6,355376
CC30137,ACC332766467,PCDRPFII,2014,1,236417
CC30138,ACC332799277,GG7YPJJZ,2015,6,122664
CC30139,ACC332817175,5V5M2QYB,2016,6,182951
CC30140,ACC332833418,HBNTLVMF,2017,4,241072
CC30141,ACC332857662,ZW4U8RDC,2013,4,424118
CC30142,ACC332860700,4SRFOE9F,2014,7,298148
CC30143,ACC332886624,AAVBMMAB,2015,10,478458
CC30144,ACC332890678,ME8L5K4Q,2016,7,29545
CC30145,ACC332891889,SRCVSDEP,2017,10,263872
CC30146,ACC332913419,VNHEPWYP,2013,8,148390
CC30147,ACC332945260,JVSU7GFE,2014,7,15010
CC30148,ACC332989432,EDADJQ9X,2015,6,84303
CC30149,ACC333015426,G2FVIWVT,2016,4,297939
CC30150,ACC333020048,KXLPH4ER,2017,1,399038
CC30151,ACC33302076,UCGSMS6I,2013,8,631142
CC30152,ACC333022132,ZCBBXX6V,2014,9,230280
CC30153,ACC333027763,HHMNNCOR,2015,9,664259
CC30154,ACC333065535,D6PE9VBJ,2016,9,688769
CC30155,ACC333093374,IZSTQQH9,2017,9,538308
CC30156,ACC333100670,9EJBSLSA,2013,9,258761
CC30157,ACC333147452,6PEJZGBM,2014,9,218044
CC30158,ACC333163869,4EDFT4YO,2015,9,29203
CC30159,ACC333218880,8F7AA5EX,2016,9,890169
CC30160,ACC33323762,JCE6MZ5R,2017,9,4783706
CC30161,ACC333239139,BYSFROTJ,2013,9,77007
CC30162,ACC333251791,DT4TBGUM,2014,9,172216
CC30163,ACC333252952,IQRDX9YV,2015,9,55727
CC30164,ACC333256453,QFAHLTPG,2016,9,229330
CC30165,ACC333259730,IKNX4GXE,2017,6,160037
CC30166,ACC333284208,9HX3HZ7Z,2013,1,2880058
CC30167,ACC333286583,ZVUQUKSC,2014,9,157358
CC30168,ACC333295067,SNXZGLPX,2015,9,456741
CC30169,ACC333319941,JK8CPJIS,2016,9,131784
CC30170,ACC333342470,DUVJNM5L,2017,10,199215
CC30171,ACC333343228,2NCWYDNP,2013,9,244511
CC30172,ACC333392465,GSFTFPOK,2014,10,231477
CC30173,ACC333488596,DPNTZ7RS,2015,7,103436
CC30174,ACC333499459,NNHGGDYE,2016,1,36309
CC30175,ACC333516850,CCYSXC4T,2017,6,224352
CC30176,ACC3335435,GC79GBPK,2013,6,1174694
CC30177,ACC333567970,DUBXBGZL,2014,6,187549
CC30178,ACC333571706,7JPKP3P6,2015,6,293835
CC30179,ACC333597203,RZU2GCRZ,2016,4,134311
CC30180,ACC333603459,HVYEAZQG,2017,6,215118
CC30181,ACC333614185,IPZDTJYP,2013,4,221008
CC30182,ACC333628329,7SCUNGRB,2014,4,199443
CC30183,ACC333659121,H3NK7WT5,2015,1,26695
CC30184,ACC333673937,98V5VHUT,2016,6,216486
CC30185,ACC333677475,GSVQ9P3D,2017,6,269762
CC30186,ACC333688416,BLD7XCDM,2013,1,51509
CC30187,ACC333691507,KJTCIGBC,2014,6,96140
CC30188,ACC333705539,RJ5YJS7I,2015,4,134463
CC30189,ACC333715443,EYBZDLBL,2016,1,129789
CC30190,ACC333729874,2NQ2H5IN,2017,6,277286
CC30191,ACC333784412,DRJVEHOQ,2013,6,138016
CC30192,ACC333801847,GZCCG2XE,2014,4,68153
CC30193,ACC333832204,H2QKECA9,2015,8,139403
CC30194,ACC33383798,6GW39RDM,2016,7,374794
CC30195,ACC333857103,BQBKSTY8,2017,7,169746
CC30196,ACC33386499,FYXCFGUM,2013,8,497914
CC30197,ACC333933361,MWQQBZBS,2014,7,391894
CC30198,ACC33394641,KUAQAN59,2015,8,3895
CC30199,ACC334011931,CFHLQVDM,2016,8,215859
CC30200,ACC334040490,5FWX5M4U,2017,7,115463
CC30201,ACC33404329,S8SIO6ER,2013,8,493639
CC30202,ACC334048656,9NBDZJZ5,2014,4,6669
CC30203,ACC334055932,YVD2IHGX,2015,7,28120
CC30204,ACC334110472,7G8TPDZW,2016,8,0
CC30205,ACC334120123,LSM7RORB,2017,10,56981
CC30206,ACC334123365,BUY2E4NR,2013,4,75278
CC30207,ACC334136876,5HCACDFB,2014,4,123272
CC30208,ACC334157408,BOWXVBX9,2015,1,887357
CC30209,ACC334161742,XAKKQRC4,2016,1,179132
CC30210,ACC334228391,C4CM6DBD,2017,1,61864
CC30211,ACC334303186,9HJQKABJ,2013,10,56753
CC30212,ACC334306212,GBQMPODE,2014,9,259882
CC30213,ACC334310840,8FBKPEFI,2015,9,228228
CC30214,ACC334345094,TJMA8CAF,2016,9,489668
CC30215,ACC334345542,A5LQ3HHC,2017,9,92948
CC30216,ACC33436225,JISYSRIY,2013,9,102144
CC30217,ACC334427145,SDCWMVAJ,2014,9,28804
CC30218,ACC334432951,XVL3TEFD,2015,9,278540
CC30219,ACC334447475,XZPMZKUY,2016,4,700967
CC30220,ACC334457203,CBAUNQZY,2017,1,48184
CC30221,ACC334492523,HWNRZSJE,2013,9,583338
CC30222,ACC33450342,8QJGNDZ2,2014,4,250971
CC30223,ACC334521281,3G4TXHUW,2015,6,223554
CC30224,ACC334530880,MXG3TKKE,2016,4,1027520
CC30225,ACC334569955,XDGELZDU,2017,8,108718
CC30226,ACC334577315,UXZ9HMJT,2013,9,601578
CC30227,ACC334581174,JCEGHBNG,2014,9,648755
CC30228,ACC334603875,NLPEXRSF,2015,8,15200
CC30229,ACC334627529,85YVLUVR,2016,8,250439
CC30230,ACC334628176,XMZPZYBV,2017,10,210425
CC30231,ACC334672715,3T3CF3EE,2013,8,65949
CC30232,ACC334680323,4KSZCWYB,2014,9,348536
CC30233,ACC334744825,Y6UFWNHS,2015,9,335521
CC30234,ACC334747327,EJXNVBD6,2016,9,102790
CC30235,ACC334768691,LFHNKZ9R,2017,9,116299
CC30236,ACC334770267,KSRY7NPW,2013,9,308484
CC30237,ACC334771457,PM2CY5CB,2014,10,56164
CC30238,ACC334831051,EV8HT8JA,2015,10,322791
CC30239,ACC334858833,FDOPNZWY,2016,9,18316
CC30240,ACC334868836,EC3DG4NC,2017,4,100092
CC30241,ACC334874334,9WMH8BSC,2013,6,193762
CC30242,ACC334959699,ZS7I9HNQ,2014,4,510150
CC30243,ACC334976047,6KEDYMHL,2015,6,0
CC30244,ACC335018872,MO6P8HFS,2016,4,523716
