Credit_Card_ID,Account_No,net_yearly_income,yearly_debt_payments,credit_limit,avg_percentage_credit_card_limit_used_2018,avg_percentage_credit_card_limit_used_2019,avg_percentage_credit_card_limit_used_2020,Exp_year,Exp_month
C3720926,ACC209009121,310678.52,24939.28,41707.67,0.96,0.94,1.03,2021,7
C3110022,ACC209040894,172232.04,41519.22,32547.51,NA,0.73,0.89,2021,10
C7332269,ACC209041436,143055.56,26911.99,43173.14,0.84,0.48,0.57,2021,7
C4440248,ACC209117281,103118.95,24423.77,33740.51,0.53,0.59,0.3,2021,1
C1238919,ACC209161796,230425.2,23291.36,43267.98,0.61,1.09,0.98,2021,4
C2627192,ACC209205947,48574.8,19542.94,6100.2,0.53,0.92,0.84,2021,1
C4320715,ACC209221394,175198.41,53483.79,20445.9,0.58,0.57,0.83,2021,1
C5857760,ACC209224410,105181.33,5658.56,11047.91,NA,0.53,0.44,2021,6
C6534020,ACC20923482,219861.16,36945.31,71045.52,0.63,0.88,0.59,2021,6
C5140178,ACC209247018,392611.78,85101.43,91534.08,0.66,0.59,0.92,2021,1
C2918454,ACC209270462,249333.05,44895.8,26848.02,0.98,0.86,0.73,2021,4
C4780981,ACC20930494,151753.02,41069.56,21222.55,0.61,0.74,0.76,2022,4
C5659544,ACC209305952,145699.64,19367.99,35514.08,0.58,0.72,0.84,2022,1
C6317040,ACC209350673,170477.68,30340.99,35624.22,0.62,0.68,0.7,2022,6
C6816187,ACC209355613,242452.04,20981.73,45536.83,0.94,0.46,0.8,2022,6
C1117560,ACC209429227,79659.39,12599.52,17773.15,1.03,0.94,0.46,2021,4
C2325039,ACC209507717,79491.48,15442.04,15598.42,1.06,0.53,0.72,2021,1
C8032752,ACC209527345,172622.75,47087.91,31965.56,0.99,0.77,0.61,2022,4
C3220489,ACC209539051,99300.23,12369.84,34565.48,0.84,0.49,0.81,2021,6
C1329976,ACC209557040,190135.96,32238.77,51126.44,0.47,0.94,0.54,2021,6
C6117177,ACC209565418,368483.84,26786.85,62784.93,0.56,0.97,NA,2021,4
C6320665,ACC209571639,125795.98,73430.8,31225.81,1.01,0.85,0.65,2021,10
C8427672,ACC209573505,135877.57,12605.68,47969.73,0.79,0.63,NA,2021,10
C7341677,ACC209595354,229683.81,38101.66,66795.57,0.73,0.89,1.07,2021,7
C6010673,ACC209637527,142784.27,25465.45,30598.11,0.73,0.76,0.72,2021,7
C1835959,ACC209677387,80409.64,24232.3,18725.55,0.65,0.52,0.4,2021,8
C4119861,ACC209700379,80381.81,27589.84,29250.75,0.83,0.93,NA,2022,10
C1330629,ACC209710013,87421.01,11228.14,11901.09,0.72,1.04,0.88,2021,8
C1125136,ACC20974359,205366.04,47763.56,65473.87,1.01,0.5,0.73,2021,7
C3439934,ACC209752738,430630.36,38001.37,113232.36,0.75,NA,0.74,2022,4
C1113031,ACC20975462,183872.47,42566.86,29634.21,0.7,0.46,0.93,2021,8
C5494348,ACC209801692,287322.22,59271.77,52344.29,0.68,0.38,0.41,2022,4
C8715676,ACC209814499,268796.71,41611.8,55594.33,0.76,0.81,1.03,2022,6
C6942630,ACC209821694,238898.8,57384.2,48931.5,0.63,0.82,0.52,2021,6
C2987668,ACC209839806,120326.64,35975.65,38340.31,0.69,0.69,NA,2021,10
C7116035,ACC209858605,150615.63,49274.12,21455.32,1.04,NA,NA,2021,7
C8197984,ACC209899226,165864.39,14036.34,28645.16,0.62,0.78,0.56,2022,4
C4125943,ACC209900974,71398.71,9938.15,19708.63,0.87,0.29,0.33,2022,4
C1131664,ACC209952913,264000.64,32823.55,51041.73,0.99,0.99,0.92,2022,6
C6815781,ACC210007425,549777.78,35494.92,62155.05,0.92,0.74,0.57,2021,7
C6529768,ACC210054387,105038.19,17868.91,35135.63,0.55,0.57,0.9,2021,10
C8521940,ACC210111530,50314.16,9656.2,15999.51,0.69,0.64,0.57,2021,9
C7911472,ACC210114795,201483.94,16883.43,55271.99,0.89,0.82,0.66,2022,9
C4710359,ACC210155444,332167.18,84006.91,77875.75,0.9,0.81,0.61,2021,9
C5536223,ACC210271595,109103.28,30194.62,27630.88,0.59,0.46,0.37,2021,1
C6934889,ACC210371294,136467.35,60008.16,18150.11,0.57,0.79,0.73,2022,4
C5922434,ACC210387576,225364.8,43558.52,26814.43,0.68,0.73,0.9,2021,4
C4190312,ACC210397942,160116.62,29476.52,25880.28,0.65,0.71,0.47,2021,4
C9071233,ACC210400531,171182.38,25614.43,35575.03,0.93,NA,0.47,2022,1
C6933336,ACC210411844,169441.69,25412.43,35877.36,1.01,0.63,0.56,2022,1
C1121719,ACC210443570,336377.34,47212.75,52185.4,0.6,0.75,0.48,2021,4
C1541039,ACC21049184,252912.2,68174.63,84527.9,0.97,0.85,0.56,2022,1
C6395556,ACC210494872,176721.59,25687.54,58564.06,0.83,0.58,0.68,2022,8
C4424073,ACC210546851,227948.87,43364.35,62903.37,0.73,0.51,0.59,2022,7
C4324875,ACC210672643,170564.54,44120.31,25515.31,0.66,NA,0.66,2022,10
C7284643,ACC210731208,195971.36,81350.56,43124.04,0.47,0.65,0.54,2021,7
C2835178,ACC210732555,181882.56,57669.73,42063.16,0.8,0.26,0.72,2022,10
C7324189,ACC210749995,104087.88,14507.82,14404.14,0.84,0.67,0.46,2021,10
C1910721,ACC210761685,141551.68,34093.6,34627.7,0.85,0.73,NA,2021,9
C3216343,ACC210781139,214422,46691.84,51080.65,0.46,0.64,0.68,2021,9
C3236990,ACC210782597,116800.61,31715.65,28180.2,0.8,0.77,0.76,2021,9
C3019024,ACC210799088,467054.6,9271.94,115362.47,NA,0.6,1.01,2021,9
C5030138,ACC210860133,311884.42,43884.98,75705.34,0.97,0.7,0.67,2021,9
C6190651,ACC21089096,102149.73,34740.95,28220.74,0.68,0.64,0.5,2021,9
C1622030,ACC210898368,198787.61,23528.57,26851.61,0.85,0.73,0.84,2021,9
C1217416,ACC210904544,100380.25,11869.09,39022.26,0.85,0.82,0.65,2021,9
C7724772,ACC210932338,1585506.63,45275.12,195819.86,0.77,0.74,0.7,2021,9
C5527949,ACC210936713,174119.57,57854.71,19788.84,0.51,0.67,NA,2021,9
C8318668,ACC210951728,253877.5,25122.69,70176.81,NA,0.85,0.38,2021,9
C2212877,ACC210955046,158059.69,31197.08,57956.25,0.63,0.81,0.97,2021,9
C3729267,ACC210955279,424636.02,22885.29,55434.42,0.53,1.08,NA,2022,10
C2615311,ACC210967967,91441.7,9855.75,20602.71,0.42,0.59,0.99,2021,7
C8124612,ACC210970659,157844.94,31685.89,19222.23,NA,0.95,0.95,2021,10
C3834918,ACC210974269,93771.6,9428.51,22204.52,0.56,0.45,0.44,2021,8
C2885530,ACC210975982,108305.54,10369.21,13165.73,NA,0.97,0.26,2021,8
C4016519,ACC210999443,158693.22,33323.35,40160.69,0.53,1.03,0.51,2021,8
C7119088,ACC211008446,232050.47,24817.25,68449.44,0.77,0.85,0.76,2021,7
C4224973,ACC211027356,293635.15,36093.71,57004.54,0.58,0.58,0.68,2022,8
C4590965,ACC211029571,227070.99,31382.74,24840.04,0.83,0.73,0.52,2021,10
C7640246,ACC211051919,179916.78,8544.78,43036.13,0.68,0.54,0.77,2021,8
C3325573,ACC211102018,143634.23,9697.93,58202.31,0.54,0.24,0.7,2022,7
C4529482,ACC211143046,128965.25,43517.39,28036.36,0.39,0.75,0.8,2022,8
C1042488,ACC211178604,172351.65,36505.91,18946.57,0.7,0.77,0.72,2021,4
C7618486,ACC21120326,111845.14,46311.66,15401.95,0.73,NA,0.9,2021,4
C2046444,ACC211221145,408500.75,9955.14,96160.89,1.01,0.53,0.9,2021,1
C8231032,ACC211230191,249177.37,44421.55,42931.49,0.67,0.73,0.75,2021,4
C1425679,ACC211271886,139021.64,60182.05,28855.94,0.55,0.7,0.64,2022,4
C1822661,ACC211296570,225171.1,35833.76,35789.9,0.92,0.82,0.61,2021,1
C1941741,ACC211301405,97342.81,14129.93,37318.67,0.63,0.77,0.63,2022,1
C4825256,ACC211335835,254560.19,34717.89,56627.85,0.65,0.67,0.55,2021,4
C4129615,ACC211361921,153116.51,11741.08,23452.11,0.98,0.79,0.57,2021,1
C5967084,ACC211407783,209657.22,18822.38,61650.49,0.75,0.78,0.72,2021,6
C2266655,ACC21143454,158680.18,37678.17,41469.49,0.71,0.96,0.78,2022,4
C7931566,ACC211451679,180940.94,58195.77,35242.86,0.53,0.6,0.34,2021,6
C4338560,ACC2114584,382161.99,77252.18,112773.12,0.84,0.68,NA,2021,8
C8829174,ACC211488351,335137.03,28050.16,74530.16,0.91,0.67,0.43,2021,7
C8111549,ACC211491308,125220.11,30767.44,29368.39,0.7,0.77,0.63,2022,7
C8719426,ACC211516026,323600.94,62883.02,40353.51,0.61,0.86,0.82,2021,8
C3414165,ACC211530385,99471.75,16356.48,22173.52,0.75,0.55,0.67,2021,8
C5716176,ACC211603168,141195.77,20095.91,46679.15,0.94,0.74,0.6,2021,7
C3656554,ACC211633319,196274.04,26614.87,50078.61,0.82,0.75,0.77,2021,8
C3934451,ACC211672784,130351.63,41787.44,29670.61,0.93,0.8,0.53,2021,7
C3739689,ACC211690682,171482.31,34319.52,27468.58,0.63,NA,0.61,2021,8
C5637168,ACC211713039,171295.45,55147.5,46276.44,0.9,0.79,NA,2022,10
C1039375,ACC2117335,183401.85,19545.16,30893.3,0.66,0.88,0.48,2021,8
C1123877,ACC211778849,124021.97,31567.09,39642.63,0.58,1.08,0.46,2021,10
C5245721,ACC211809973,114823.86,31607.29,25744.2,0.73,0.42,0.76,2021,7
C8284581,ACC211849978,296001.04,26850.16,91908.47,0.76,NA,0.73,2021,4
C3328138,ACC21187330,188575.75,16005.54,46694.09,NA,0.78,NA,2022,1
C6822365,ACC211886826,196808.84,75724.88,39433.65,0.66,0.81,0.91,2022,6
C6730287,ACC211889361,149545.93,33269.48,54483.24,0.77,0.91,0.92,2021,6
C7215213,ACC211918865,242947.22,39941.27,63354,0.99,0.86,0.88,2021,4
C4314338,ACC211960062,125124.97,27803.23,22830.81,0.37,0.71,0.35,2022,6
C1537877,ACC211962590,83080.06,12946.63,10717.79,0.78,0.76,0.88,2022,4
C7831990,ACC211964006,372620.27,55536.18,76273.8,0.74,0.25,0.84,2021,8
C3668230,ACC212014079,343334.79,17932.68,41458.6,0.87,0.95,0.75,2021,6
C1699111,ACC21203207,99981.93,26874.31,16064.41,0.74,0.83,0.4,2021,1
C2635230,ACC212035534,141736.03,26506.54,29429.54,0.86,0.64,1.05,2021,1
C1494488,ACC212044360,246800.86,39656.7,60722.79,NA,0.94,NA,2021,4
C3921490,ACC212046609,106235.36,8413.27,16967.9,0.95,0.7,0.64,2022,1
C7211965,ACC212070152,390769.26,49643.11,79379.8,0.55,0.47,0.61,2021,4
C2741477,ACC212089386,95744.12,29437.11,11309.66,0.8,0.63,0.92,2021,4
C4012718,ACC212105018,218956.98,20899.64,50516.94,0.87,0.7,0.9,2022,1
C1626247,ACC21214204,517172.99,89461.02,79555.74,0.64,0.67,0.68,2022,4
C7128654,ACC21217117,455913.83,55768.7,155254.27,0.69,0.39,0.52,2021,4
C4875920,ACC212193162,198722.3,28897.48,35772.87,0.78,0.72,0.51,2021,7
C2622783,ACC212204569,500993.67,42354.45,105380.15,0.66,0.46,NA,2021,9
C8222244,ACC212254756,137927.21,29869.57,42731.02,1.06,0.6,0.72,2021,9
C9030148,ACC212270411,226879.86,54110.1,32976.25,NA,0.71,0.86,2021,9
C4735015,ACC212288308,133863.08,12272.34,16420.18,0.46,0.68,0.83,2021,9
C8711357,ACC212291788,133692.43,19736.36,20008.98,NA,0.67,0.94,2021,9
C4727380,ACC212307176,244923.95,49232.18,32109.04,0.66,0.63,0.97,2021,9
C2930547,ACC212343570,249806.75,23218.58,35210.57,0.52,0.74,0.55,2022,9
C3339054,ACC212348515,283195.07,13028.44,90255.9,0.78,0.87,1.08,2021,9
C1935656,ACC212349218,648843.41,34362.04,169504.48,0.74,0.77,0.57,2021,6
C4840639,ACC212385767,153082.46,33379.62,42908.26,0.76,0.5,0.55,2021,4
C7337768,ACC212385917,112058.6,8700.05,28873.26,0.8,0.44,0.46,2022,1
C7411526,ACC21241328,161488.49,26050.07,21096.94,0.72,0.76,0.85,2021,4
C8122218,ACC212418934,598498,83474.81,198159.32,1.09,0.86,0.78,2022,4
C8942135,ACC212433725,161051.19,20001.55,33645.62,0.71,0.69,0.66,2022,4
C4529666,ACC212457656,224992.67,34294.58,70094.38,NA,1.09,0.75,2021,4
C6442946,ACC212511332,452092.44,36021.75,63852.12,0.51,0.6,0.62,2021,4
C1491580,ACC212559719,382572.21,60034.03,96751.66,0.74,0.87,0.52,2021,8
C3139216,ACC212566234,174235.84,28055.14,32832.65,0.56,0.53,0.43,2021,8
C8637911,ACC212590378,274607.35,42759.63,90149.39,0.78,0.63,0.79,2021,9
C4215539,ACC212633204,167295.08,25602.56,25466.72,0.71,0.55,0.73,2021,9
C2129243,ACC212705042,217869.75,10998.27,26621.55,1.01,NA,0.59,2022,9
C5716628,ACC212711347,86661.56,9140.71,16997.44,0.94,1.01,0.49,2021,9
C3315434,ACC212713494,118626.49,28342.63,36184.69,0.55,0.67,0.87,2021,9
C8222783,ACC212764676,243319.37,56902.68,48097.27,0.81,0.32,NA,2021,9
C9094590,ACC21276721,158067.1,38768.85,35609.63,0.51,0.8,0.58,2021,9
C4572591,ACC212814578,99075.95,25131.33,21976.03,NA,0.68,0.74,2021,7
C3639329,ACC212836782,131358.78,24997.82,37848.91,0.32,0.6,NA,2021,8
C4835213,ACC212850951,190934.72,42811.07,47677.98,NA,0.19,NA,2021,4
C6115483,ACC212889801,228126.28,24723.09,35741.4,1.09,1.08,0.94,2021,3
C8815848,ACC212932254,149230.46,16286.52,24524.72,0.52,0.67,0.58,2021,9
C4737317,ACC21293420,140332.54,17649.1,32486.71,0.9,1.04,0.53,2021,4
C3330344,ACC212966826,321749.3,60131.34,76438.31,0.57,0.86,1.09,2022,4
C1313391,ACC212968486,143991.74,36001.26,15261.25,0.72,0.64,0.71,2021,1
C6812787,ACC212996045,261917.31,24649.95,29272.08,0.73,0.83,1.08,2021,6
C5413676,ACC213054409,214244.46,29936.92,51812.64,0.72,0.89,0.66,2021,6
C2919575,ACC213067286,193060.7,17773.42,57495.2,0.73,0.73,0.84,2021,6
C4916392,ACC213106893,140260.01,12671.67,36091.1,0.65,0.89,0.68,2022,1
C8023617,ACC213145749,116946.13,30881.48,18507.55,0.53,NA,0.94,2021,4
C8621433,ACC213157238,96023.43,13217.12,25837.34,0.89,0.59,0.67,2021,6
C6941724,ACC213163699,194888.22,25251.8,26945.63,NA,0.53,0.96,2021,1
C4522982,ACC213189438,168887.35,35907.37,21264.57,0.73,0.84,0.88,2022,6
C6211978,ACC213192081,113842.45,27695.85,24482.52,0.53,1.08,0.9,2021,1
C7510057,ACC213200842,163836.42,50225.72,29809.39,0.77,0.79,0.39,2021,1
C4247812,ACC21322808,380216.69,46764.09,75541.74,0.72,0.31,0.82,2021,6
C8159089,ACC213234937,168472.24,17463.81,36400.39,NA,NA,0.51,2021,4
C5035187,ACC213235199,116022.18,34456.19,26467.68,0.54,0.92,0.67,2021,4
C7570473,ACC213259173,196170.75,38163.37,58399.19,0.81,0.59,0.66,2022,7
C1529950,ACC213273330,113083.92,34025.01,24484.34,0.83,0.85,0.76,2022,10
C2929656,ACC213290028,87886.38,46635.95,10512.66,0.79,0.86,0.61,2022,10
C6225074,ACC213334392,338745.9,49041.17,119275.78,0.62,0.61,1.02,2021,10
C5018064,ACC21334677,344082.96,32606.53,57955.01,0.61,0.59,1.03,2021,7
C3115257,ACC213356985,232568.09,60878.46,82075.13,0.64,0.93,0.59,2022,7
C4927462,ACC213425549,185218.88,18764.57,37323.94,0.85,0.79,0.91,2021,7
C1014433,ACC213432500,115991.77,21566.61,21894.61,0.94,0.7,0.8,2021,7
C7945941,ACC213449342,77260.44,16279.15,23404.29,0.8,0.91,0.77,2021,8
C6141988,ACC213455695,175157.68,30685.26,47108.25,0.09,0.92,0.9,2021,10
C4733755,ACC213492985,91192.35,18638.01,34293.47,0.74,0.67,0.8,2022,7
C4929934,ACC2135412,78266.63,13771.99,17104.03,0.82,0.79,1,2022,6
C4221438,ACC213594045,194364.65,37902.73,54951.24,0.82,0.71,0.85,2021,1
C7612368,ACC213597292,404726.6,40170.46,72383.19,0.93,0.47,0.69,2021,1
C7842166,ACC21361843,141460.23,9930.14,40989.5,0.99,0.61,0.78,2022,4
C7629685,ACC213642580,145151.51,31336.11,48165.57,0.78,0.57,0.59,2021,4
C6438091,ACC21365121,144831.95,32727,32682.36,0.6,0.92,0.52,2021,1
C5639815,ACC213662056,256196.55,8290.92,36177.36,0.4,0.77,0.17,2021,8
C2512647,ACC213684044,157697.45,7412.42,19119.72,0.6,1.05,0.84,2021,10
C4017891,ACC213687667,200483.9,40077.45,62368.09,0.73,0.85,0.49,2021,9
C8696783,ACC213691426,93979.34,18250.67,12829.29,1.03,0.67,0.88,2021,9
C8496854,ACC213696341,328376.55,32689.27,88535.04,0.89,0.66,0.93,2021,9
C2683878,ACC213816839,168281.32,26994.03,52338,NA,0.82,0.71,2021,9
C4013666,ACC213869277,125240.86,32821.82,43983,0.55,1.09,0.61,2021,9
C1113749,ACC213973246,182504.06,10210.73,37433.78,NA,0.62,0.74,2022,9
C7512032,ACC213990990,116207.46,53761.54,24879.27,0.59,0.61,0.9,2021,4
C3829389,ACC214009026,111512.43,7762.43,16520.67,0.75,0.66,0.69,2021,1
C3611690,ACC214040663,203071.94,51192.06,68005.64,0.68,0.59,0.71,2022,4
C5526770,ACC214135582,125460.3,33813.22,18201.28,1.06,0.59,0.58,2022,6
C6430143,ACC214154031,143192.59,7285.37,49638.24,0.74,0.61,NA,2022,1
C2222060,ACC214237992,234463.76,43466.73,43673.81,0.68,NA,0.98,2022,4
C8625785,ACC214249229,233895.99,27502.09,48020.32,0.86,0.92,0.59,2021,1
C8330086,ACC214266838,238961.4,45398.91,27695.46,NA,0.82,0.49,2021,1
C2841574,ACC21426910,448476.49,37326.8,56449.28,0.75,0.98,0.75,2021,7
C9016031,ACC214310547,125395.32,24710.06,35366.46,0.53,1.09,0.43,2021,8
C7956178,ACC214318206,229177.33,60427.48,48095.69,NA,0.59,0.6,2021,9
C7786746,ACC214318812,60225.27,30265.12,14702.63,0.79,0.64,1.07,2021,9
C8637317,ACC214331736,208215.83,31858.1,64606.18,0.61,0.82,0.89,2021,9
C5125216,ACC214381715,236840.67,26700.84,35584.96,1.04,0.67,0.85,2021,8
C6235338,ACC214455236,159540.52,53660.06,31702.93,0.66,1.05,0.95,2021,9
C8324457,ACC21447566,71119.61,24574.48,21316.76,0.76,0.53,0.95,2021,9
C6418160,ACC214479196,354491.13,28420.18,42207.51,0.84,0.64,0.79,2022,9
C5020750,ACC214490942,87442.36,19069.99,9176.45,NA,0.66,0.76,2022,9
C5179968,ACC214496489,333002.47,54480.59,60674.93,0.76,0.2,0.92,2021,9
C1915891,ACC214524143,431739.18,44353.13,129900.22,0.99,0.34,0.91,2022,9
C1616560,ACC214525492,224396.14,31926.24,63000.16,0.47,0.87,0.44,2021,9
C6130164,ACC214540674,162372.92,13319.89,61722.44,0.67,0.68,0.51,2021,9
C8414375,ACC214555023,320365.3,19645.08,47898.18,NA,NA,0.81,2022,9
C5564470,ACC2145832,161869.69,29425.87,34563.61,0.61,0.66,0.72,2021,8
C8820333,ACC214596455,344625.24,30161.84,50681.76,0.22,0.33,0.77,2021,8
C4224254,ACC214631480,193879.01,29314.53,38986.49,NA,0.6,0.73,2021,8
C4742374,ACC214631817,242471.34,37400.65,55254.48,0.95,0.89,0.84,2021,10
C4112061,ACC214634722,224433.39,26691.22,34267.05,0.77,0.5,0.68,2021,8
C7315849,ACC214687616,151333.8,24059.79,28854,0.62,0.24,0.81,2021,7
C7723879,ACC214735797,283407.92,48011.88,38815.58,0.72,0.38,0.76,2021,6
C7127247,ACC21476869,199894.11,39579.64,56144.7,0.5,0.78,0.57,2022,4
C5811848,ACC214862531,308325.61,37984.72,79943.69,0.57,0.53,0.59,2021,1
C6529283,ACC214871276,101541.6,32656.57,24917.17,0.58,0.64,NA,2021,4
C6135126,ACC214885956,275212.5,57763.34,92529.36,0.79,0.46,0.95,2022,4
C5713226,ACC214913427,154943.89,21309.05,25865.52,0.81,1.07,0.82,2021,6
C5528941,ACC214943393,170295.26,52835.33,57670.31,0.7,NA,1.05,2021,1
C3058158,ACC214955512,315043.97,34894.02,36216.41,0.62,0.92,0.84,2022,1
C1118437,ACC214996137,116151.76,53052.71,12320.98,0.57,1.06,0.62,2022,1
C5812373,ACC214999403,401639.55,37889.24,69903.51,0.53,0.78,0.17,2022,6
C7028649,ACC215026353,130561.11,34424.42,32258.25,0.8,0.82,0.98,2021,1
C1928822,ACC215065260,218736.39,24713.03,26540.27,0.65,NA,0.98,2021,6
C3339051,ACC215072110,137373.33,38067.41,44183.69,0.81,0.93,0.66,2022,4
C6210668,ACC215119974,197262.87,21273.38,69878.85,0.66,0.81,0.89,2021,7
C7261640,ACC215160396,173058.53,18542.37,37957.11,0.58,0.82,0.49,2021,10
C2731219,ACC215179070,74278.51,11409.8,9673.71,0.63,0.95,0.9,2021,7
C4325735,ACC215181248,260619.55,65116.96,88820.41,0.95,0.43,0.61,2022,7
C2399577,ACC215195481,129993.92,25061.17,17938.85,0.76,0.99,0.68,2021,4
C1342477,ACC215232315,337817.14,34531.03,82199.08,1.06,0.35,0.76,2022,1
C1114831,ACC215247598,219579.49,37286.19,46579.16,0.84,NA,NA,2022,6
C3121182,ACC215264319,81756.18,20016.32,10054.71,0.69,0.79,0.83,2022,4
C4329079,ACC2152960,289565.33,14181.27,35348.22,0.75,0.94,0.72,2022,10
C2516662,ACC215296213,130370.57,26613.25,15653.55,0.77,0.85,0.83,2021,7
C8210183,ACC215312006,140204.6,18049.25,26915.96,0.77,1.01,0.7,2021,10
C1839917,ACC215332194,98266.43,15920.44,37661.75,0.64,0.87,0.96,2021,9
C7326953,ACC215334484,116925.47,12211.21,23720.2,0.76,0.47,0.85,2022,9
C5072252,ACC215337210,275508.19,31275.97,42103.81,0.46,0.48,0.51,2021,9
C5927541,ACC215362146,96389.41,7231.72,29448.88,0.69,0.69,NA,2022,9
C7526592,ACC21539376,150048.31,30018.56,24982.75,1,1.02,1.03,2021,9
C6488284,ACC215414469,83863.58,8839.67,24938.69,0.43,0.59,0.34,2021,4
C6920865,ACC215421095,464577.07,17173.04,93884.94,0.54,0.64,0.89,2021,4
C2016360,ACC215421698,197310,37553.05,35830.24,NA,1.04,0.48,2022,4
C1022638,ACC215430608,258827.94,55374.58,49755.59,0.32,0.78,NA,2022,6
C5228934,ACC215437709,165036.35,57798.83,48725.84,0.88,0.63,0.48,2021,10
C2829581,ACC215455356,280069.24,68645.56,47077.6,0.75,0.65,0.49,2022,9
C1014533,ACC215482727,149198.66,14894.82,36473.3,0.63,0.72,0.63,2022,9
C6018846,ACC21549581,328181.49,29316.61,48773.79,0.8,1,0.74,2022,4
C8677158,ACC215500721,191043.36,39823.98,75225.88,0.6,NA,0.31,2022,9
C5725342,ACC21550611,216419.32,40414.4,38627.86,0.65,0.64,NA,2021,9
C3635513,ACC215526965,183682.91,20770.11,56849.23,0.72,1,0.43,2021,10
C2624359,ACC215553173,143418.3,16660.18,28672.32,0.55,0.93,0.73,2021,7
C8617240,ACC215557485,180778.05,20534.93,59406.53,0.96,0.68,0.65,2021,10
C4761283,ACC215580048,129415.24,31964.05,17370.89,0.72,0.59,0.83,2022,8
C3711047,ACC215589118,86035.06,49076.88,12549.92,0.7,0.83,0.19,2021,10
C7421561,ACC215628652,460650.83,26619.15,130049.99,0.61,0.39,NA,2021,6
C1541083,ACC215636347,223895.36,16121.84,48354.35,NA,0.99,0.76,2022,9
C4032630,ACC215645046,257912.98,90617.22,29954.82,0.77,1.04,0.63,2021,4
C7617050,ACC215661117,98098.69,26542.41,32499.72,0.68,1.07,0.61,2021,6
C2532681,ACC215735238,203569.56,26198.62,57887.61,0.6,0.5,0.85,2022,4
C4828185,ACC215748249,189891.61,62675.47,62035.41,NA,0.55,NA,2021,4
C7910181,ACC21576250,171755.84,25590.26,26133.89,0.51,0.75,0.85,2021,1
C1925273,ACC215765389,120178.38,15759.77,30569.41,0.69,0.69,0.89,2022,6
C1614817,ACC2158047,229944.39,53926.06,46578.3,0.62,0.81,0.63,2021,4
C4227541,ACC215818770,138646.93,30659.53,27563.79,0.9,0.74,0.73,2022,6
C5841661,ACC215823760,797030.85,35826.59,191669.95,0.77,0.7,0.79,2022,1
C6639377,ACC215859869,60435.52,6497.87,9292.07,0.42,0.94,0.93,2021,6
C2127117,ACC215864124,302072.23,65786.71,103320.39,0.42,0.59,0.7,2021,4
C7820087,ACC215908576,146148.61,33617.95,21692.06,0.7,0.41,0.81,2021,4
C4627673,ACC215930899,296002.69,33953.63,49047.89,NA,0.81,0.62,2022,4
C4719339,ACC215966728,458972.76,50050.67,56410.85,0.85,0.64,1.03,2022,4
C4119412,ACC215968442,106377.48,28082.81,21131.34,0.99,0.85,0.67,2022,1
C3237075,ACC215981109,215925.03,17327.86,37012.27,0.8,1.04,0.42,2021,4
C1282519,ACC215983288,176978.15,6758.77,67430.32,NA,0.92,0.79,2022,10
C7541851,ACC216000352,345072.45,32882.44,76940.38,0.43,0.44,0.89,2022,8
C2721216,ACC216002899,234667.93,51317.82,34427.47,NA,0.63,0.56,2021,10
C3041756,ACC216009137,289089.75,27456.74,42080.87,0.48,0.87,0.53,2022,8
C7241728,ACC216012169,319228.7,21432.19,65959.18,1.04,0.52,0.46,2022,7
C2019850,ACC21611087,106170.48,15632.84,12882.13,0.98,0.72,0.77,2021,8
C1638862,ACC216155179,438426.63,81220.65,48758.77,0.79,0.66,0.77,2021,10
C7359222,ACC216157871,266497.81,23419.94,49884.39,0.58,0.77,1.01,2021,10
C2011744,ACC216236275,249517.82,65243.25,46273.22,0.71,NA,0.78,2021,8
C2341188,ACC216242015,208687.13,42892.4,40473.17,0.87,0.96,0.84,2021,10
C2030063,ACC216257749,102427.42,10424.19,36405.77,NA,0.64,0.55,2021,6
C8223065,ACC216264870,412921.47,48792.15,56506.04,0.87,0.53,0.48,2021,1
C5430144,ACC216269743,174350.6,34470.75,21261.04,0.49,0.52,0.8,2021,4
C3856392,ACC216279394,282911.64,33473.22,90807.19,0.91,0.84,0.68,2021,6
C7118344,ACC216293991,294790.31,39301.3,47164.02,1.07,0.85,NA,2021,10
C8222852,ACC216305161,170640.74,56198.77,20458.3,NA,0.88,0.81,2022,8
C2930167,ACC216311082,270736.1,31511.23,68399.57,0.94,0.65,0.79,2021,7
C2861462,ACC216327869,666013.82,34101.43,151487.44,0.86,0.77,0.75,2021,7
C4114076,ACC216407669,140886.39,41660,31457,0.54,0.29,0.78,2021,9
C8889566,ACC216410452,110015.5,31609.82,25811.17,0.72,0.69,0.6,2021,9
C8913677,ACC216423422,100165.5,19516.28,15800.58,0.55,0.72,0.38,2022,9
C4119649,ACC21644896,194348.54,19687.28,46223.89,0.55,0.64,1.08,2021,9
C8117345,ACC216503396,330256.24,40372.76,66834.3,0.77,0.76,0.66,2021,1
C4233538,ACC216524350,259312.1,39036.71,54009.77,0.73,0.78,0.54,2021,4
C6042239,ACC216541256,430663.71,31348.58,97764.39,0.1,0.9,0.83,2021,4
C6284038,ACC216591393,335110.68,45672.54,51737.89,0.68,0.12,0.71,2022,4
C7430456,ACC216616242,167799.99,16234.04,51740.9,0.78,0.58,0.68,2021,4
C5637268,ACC216617890,216994.89,19113.49,52128.69,0.58,0.74,0.49,2022,1
C6936458,ACC216618855,122513.76,29826.96,40118.03,0.9,1.03,0.41,2021,8
